序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
1439,第一幕·场景4,a1s4,172,,,旁白,"Amicus closes his eyes, leaning against the doorframe, easily able to picture the scene.",Amicus靠在门框上，闭上眼，不难想象当时的场景。
1440,第一幕·场景4,a1s4,174,br,Brunis,台词,"""Drones came in and stunned most of them, then we were told it'd be best for Neferu not to stay in the city.""","""无人机赶来救了场，并告知Neferu最好不要留在城里。"""
1441,第一幕·场景4,a1s4,175,a,Amicus,台词,"""Dammit!""","""妈的！"""
1442,第一幕·场景4,a1s4,176,,,旁白,"Amicus squeezes his eyes shut, hoping that somehow, word hasn't spread of the incident.",Amicus双眼紧闭，只希望这件事还没传播出去。
1443,第一幕·场景4,a1s4,178,n,Neferu,台词,"""Do not worry yourself. They seemed satisfied enough when I was escorted from the city. There were no further issues, from what I was able to tell.""","""别担心，他们似乎很满意我被护送出城这一结果。除此之外，一切都好。"""
1444,第一幕·场景4,a1s4,180,br,Brunis,台词,"""Yeah, it was real isolated. Wasn't enough to get a big crowd goin'.""","""是的，这只是个别现象，不必大张旗鼓。"""
1445,第一幕·场景4,a1s4,181,,,旁白,"Still, Amicus knows the optics are not good.",但Amicus不这样认为。
1446,第一幕·场景4,a1s4,182,,,旁白,"Amicus turns his attention to Neferu, seeing that the jackal is trembling ever so slightly under his tensed up muscles.",他把注意力转向Neferu，能够看到胡狼的肌肉因紧张而微微颤抖。
1447,第一幕·场景4,a1s4,183,a,Amicus,台词,"""Are you injured?""","""你没受伤吧？"""
1448,第一幕·场景4,a1s4,185,n,Neferu,台词,"""No.""","""没有。"""
1449,第一幕·场景4,a1s4,186,br,Brunis,台词,"""I mean, they nailed you pretty good on the head a few times. Even if it was just rotten fruit--""","""可他们好几次正中了你的头啊，即便只是腐烂的水果-"""
1450,第一幕·场景4,a1s4,188,n,Neferu,台词,"""I am fine.""","""我很好。"""
1451,第一幕·场景4,a1s4,189,,,旁白,"Neferu's tone is flat but slightly dark, and Amicus can tell that the jackal would like not to be visible at the moment.",Neferu故作轻松地回答，却又难掩其中的失落。Amicus明白，这只胡狼暂时不想惹人注目。
1452,第一幕·场景4,a1s4,190,,,旁白,The wolf knows the feeling quite well himself.,狼自己也很清楚这种感觉。
1453,第一幕·场景4,a1s4,191,a,Amicus,台词,"""Alright, well, you are welcome to stay here. There's a spare room toward the back of the villa. What about you, Brunis?""","""好吧，庄园里刚好有间空房，欢迎你留下。你要怎么办，Brunis？"""
1454,第一幕·场景4,a1s4,193,br,Brunis,台词,"""Eh, I'll probably be sharin' that room with Nef, but I'll go back first and get our stuff.""","""唔，我跟Nef睡一间好了。不过在此之前，我得先回去拿行李。"""
1455,第一幕·场景4,a1s4,194,a,Amicus,台词,"""Is that safe?""","""安全吗？"""
1456,第一幕·场景4,a1s4,196,br,Brunis,台词,"""Bjarni is getting it, but I'll meet him halfway since he wants to know a bit more about what happened.""","""Bjarni已经赶过去了。我们约好路上碰头，因为他想知道更多细节。"""
1457,第一幕·场景4,a1s4,197,,,旁白,It's quite clear to Amicus that Brunis wants to give Neferu time alone to sulk.,很明显，Brunis想给Neferu一个人生闷气的时间。
1458,第一幕·场景4,a1s4,198,a,Amicus,台词,"""Well, alright. Let me know if any other issues arise and I shall deal with them.""","""那好吧。如果出现其他问题，请告诉我，由我来处理。"""
1459,第一幕·场景4,a1s4,200,br,Brunis,台词,"""Of course, Your Majesty.""","""遵命，陛下。"""
1460,第一幕·场景4,a1s4,202,,,旁白,"Brunis bows as be backs away, muttering a ""See ya later, Nef"", as he does.",Brunis弯腰行礼，并在临走前喃喃说了句：“一会儿见，Nef。”
1461,第一幕·场景4,a1s4,204,n,Neferu,台词,"""Yes, see ya.""","""嗯，一会儿见。"""
1462,第一幕·场景4,a1s4,205,,,旁白,"Amicus stands before Neferu, the jackal's stiff posture making even the wolf feel awkward.",Amicus站在Neferu面前，胡狼僵硬的姿势让狼也甚是不安。
1463,第一幕·场景4,a1s4,206,,,旁白,"While there are many things about Neferu that irritate Amicus, he at least can admit that the Khemian has a knack for making things not-awkward.",虽然Neferu有很多地方让Amicus看不顺眼，但至少有一点他可以承认：克米扬的确擅长打圆场。
1464,第一幕·场景4,a1s4,207,,,旁白,It's slightly unsettling.,这下气氛真的有点尴尬了。
1465,第一幕·场景4,a1s4,208,,,旁白,"Amicus clears his throat and steps aside, indicating Neferu should enter.",Amicus清了清喉咙，走到一边，以示Neferu进屋。
1466,第一幕·场景4,a1s4,212,a,Amicus,台词,"""So... do you wish to speak more on the matter?""","""所以...你想就此事多聊几句吗？"""
1467,第一幕·场景4,a1s4,214,n,Neferu,台词,"""No.""","""不想。"""
1468,第一幕·场景4,a1s4,215,a,Amicus,台词,"""Well, the room is right over there.""","""嗯，房间在那边。"""
1469,第一幕·场景4,a1s4,216,,,旁白,Amicus gestures at a doorway visible from the villa entrance.,Amicus指向一道门。
1470,第一幕·场景4,a1s4,217,n,Neferu,台词,"""Thank you. Apologies again for bringing complications to--""","""感谢。造成的不便，我深感歉-"""
1471,第一幕·场景4,a1s4,218,a,Amicus,台词,"""Nevermind that. Go get settled.""","""别客气了，好好休息。"""
1472,第一幕·场景4,a1s4,220,n,Neferu,台词,"""Why of course, Your Majesty.""","""承您吉言，陛下。"""
1473,第一幕·场景4,a1s4,221,,,旁白,Neferu's voice is slightly mocking in response to Amicus's more commanding tone.,Neferu以略带嘲讽的声音回答了Amicus命令性的语气。
1474,第一幕·场景4,a1s4,222,,,旁白,"The return of Neferu's irritating, cheeky nature, brief as it may be, is enough to put Amicus at ease, that whatever happened, Neferu will get over it.",虽然只有一瞬间，但Neferu重新展露出了他那令人气恼、厚颜无耻的本性，这让Amicus松了口气。无论发生什么，Neferu总能一笑置之。
1475,第一幕·场景4,a1s4,223,,,旁白,Now he just has to worry about whether or not Lux will get over it.,现在，他只需要担心卢克斯能否一笑置之了。
1476,第一幕·场景4,a1s4,224,a,Amicus,台词,"""Well, you'll have the place to yourself for the morning. [mc] and I are going out.""","""你可以独自享受这个上午，我和[mc]要出去。"""
1477,第一幕·场景4,a1s4,226,n,Neferu,台词,"""Not into the city, I assume?""","""我猜不是去城里吧？"""
1478,第一幕·场景4,a1s4,227,a,Amicus,台词,"""Of course not, especially after what happened. It's a private outing.""","""当然不是，更别提还出了那种状况。这是一次私人出游。"""
1479,第一幕·场景4,a1s4,229,n,Neferu,台词,"""Enjoy yourselves, then.""","""那么，祝二位玩得开心。"""
1480,第一幕·场景4,a1s4,230,,,旁白,"Amicus watches the jackal go, letting out a long exhale of breath, which reflects his feeling of being deflated.",Amicus目视胡狼离开，仿佛泄了气般长叹一声。
1481,第一幕·场景4,a1s4,231,,,旁白,"Sapients like Neferu, the ones that rarely admit to what they are feeling, to what they are thinking, are frustrating to the wolf.",Neferu这类智慧生物很少坦诚自己的内心，这令狼很沮丧。
1482,第一幕·场景4,a1s4,232,,,旁白,So much for Khemian bluntness.,克米扬的直率到此为止了吗？
1483,第一幕·场景4,a1s4,233,,,旁白,"While he tolerates Neferu's behavior in Adastra City, or at least is only mildly annoyed by it, it's a different issue out in these less civilized population centers.",虽然他能够容忍Neferu在阿达斯特拉城的种种行为，至少不会特别生气，但在这个文化水平不高的人口中心就是另一回事了。
1484,第一幕·场景4,a1s4,234,,,旁白,"The wolf feels his insides turn with anxiety, wishing he'd prepared better for this mission.",狼满心焦虑，后悔这次任务考虑不周。
1485,第一幕·场景4,a1s4,235,,,旁白,"He rubs his stomach, still sore from yesterday's pugnu match.",他揉了揉仍在酸痛的肚子。
1486,第一幕·场景4,a1s4,237,,,旁白,He'd have to call a meeting later today so that he can start keeping tabs on everyone.,他必须在今天晚些时候召开一次会议，以便密切关注所有人。
1487,第一幕·场景4,a1s4,238,,,旁白,"For now, he needs to take [mc] to the hot springs like he promised.",至于现在，他要信守承诺，带[mc]去温泉。
1488,第一幕·场景4,a1s4,241,,,旁白,I hold onto Amicus's paw as we make our way up the side of a mountain.,在上山途中，我始终握着Amicus的爪子。
1489,第一幕·场景4,a1s4,243,,,旁白,And I thought I was underprepared yesterday.,并抱怨昨天的准备不够充分。
1490,第一幕·场景4,a1s4,244,,,旁白,"My sandles threaten to slip with every step, and after I stub my toe on one of the rocks, Amicus just picks me up.",穿着凉鞋，我每走一步都有滑倒的危险。终于，在又一次被岩石硌到脚趾后，Amicus把我抱了起来。
1491,第一幕·场景4,a1s4,245,,,旁白,"I don't mind at all, especially since no one's around to see it.",我一点也不介意，更何况附近又没人。
1492,第一幕·场景4,a1s4,247,a,Amicus,台词,"""How do you humans get around? Is Earth a perfect sphere with no geological features?""","""你们人类是怎么旅行的？难道地球是一个没有地质特征的完美球体吗？"""
1493,第一幕·场景4,a1s4,248,m,主角(MC),台词,"""Well...""","""唔..."""
1494,第一幕·场景4,a1s4,249,,,旁白,I keep my arms wrapped firmly around Amicus's neck as he piggybacks me up the rugged and uneven climb.,我紧紧搂住Amicus的脖子，让他背着我爬上崎岖不平的山坡。
1495,第一幕·场景4,a1s4,250,m,主角(MC),台词,"""If I were dressed the right way with the right kind of shoes, this would be less of a problem.""","""主要是因为我没有合适的衣服跟鞋子。"""
1496,第一幕·场景4,a1s4,252,a,Amicus,台词,"""Well, I hope you bring all of those things with you when you return.""","""这样啊，那希望你回来的时候把东西都带齐了。"""
1497,第一幕·场景4,a1s4,253,m,主角(MC),台词,"""I'll make a mental note to do that.""","""我会记在心里的。"""
1498,第一幕·场景4,a1s4,254,,,旁白,"While the Khemian drone continues to keep me warm, Amicus's warmth is much more welcoming, and I press my face against the back of his neck.",比起克希米亚的无人机，还是Amicus更加温暖。我把脸贴在他的背脊上，感受着那宜人的热度。
1499,第一幕·场景4,a1s4,255,,,旁白,"The wolf trudges along in the foggy silence for a while, and I'm just content to lose myself in the hypnotic bouncing.",狼于朦胧的寂静中跋涉，我则完全沉沦在了睡意中。
1500,第一幕·场景4,a1s4,256,,,旁白,"After a while, I start to recognize the sulfuric smell that reminds me of the baths back at the palace.",又过了一会儿，我隐约闻见硫磺的味道，这让我想起了皇宫里的浴场。
1501,第一幕·场景4,a1s4,258,a,Amicus,台词,"""Shouldn't be long now. The hot springs are the main draw for tourism in this region. Most artificial baths are modeled after the composition of Luxian springs.""","""应该快到了。温泉是当地旅游业的一大支柱，不少人工浴场都参考了卢克斯的泉水成分。"""
1502,第一幕·场景4,a1s4,260,a,Amicus,台词,"""It's healing for the body, and the mind.""","""滋养身体的同时还能治愈你的心。"""
1503,第一幕·场景4,a1s4,261,m,主角(MC),台词,"""Mmh, well, I can't wait.""","""真是让人迫不及待呢。"""
1504,第一幕·场景4,a1s4,262,,,旁白,"I've never really believed in the supposed ability of Adastran mineral water to heal physical ailments, but I can't argue with the mental part.",我从来就不信阿达斯特拉的泉水有疗伤的功效，至于心的部分，我不置可否。
