序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
3048,第二幕·场景2,a2s2,342,,,旁白,"Nullify Sapient 2,455,785,455,673?",
3049,第二幕·场景2,a2s2,343,,,旁白,"Negative, risk of complete Galaxias corruption 100 percent.",
3050,第二幕·场景2,a2s2,344,,,旁白,Continue observation.,
3051,第二幕·场景2,a2s2,345,,,旁白,Next sapient of interest.,
3052,第二幕·场景2,a2s2,346,,,旁白,"Sapient 2,456,133,267,109. Human. Earth. Probability of successful unification shifted from 22.581 percent to 12.554 percent.",
3053,第二幕·场景2,a2s2,347,,,旁白,Chance of full unification before arrival?,
3054,第二幕·场景2,a2s2,348,,,旁白,0.00000011 percent.,
3055,第二幕·场景2,a2s2,349,,,旁白,Recategorizing timeline.,
3056,第二幕·场景2,a2s2,350,,,旁白,Pathway delta1082-B7M8-Beta deprioritized to delta1082-B7M8-Zeta.,
3057,第二幕·场景2,a2s2,351,,,旁白,Observation level: Minimal.,
3058,第二幕·场景2,a2s2,352,,,旁白,Scheduled re-analysis: 0.000005 span cycles.,
3059,第二幕·场景2,a2s2,355,,,旁白,"I fall through the void again, back down toward where my body is pulling me.",
3060,第二幕·场景2,a2s2,359,,,旁白,"I'm not sure what's happened over the course of the last few... seconds? minutes? Could be hours, but I know it can't be.",
3061,第二幕·场景2,a2s2,370,,,旁白,"As I settle into the feeling of my body again, the last to come is the pain.",
3062,第二幕·场景2,a2s2,371,,,旁白,"Blinding, aching, lances of fire through the left hemisphere of my brain, from brow to the base of my neck.",
3063,第二幕·场景2,a2s2,373,,,旁白,"I look up through watering eyes and see that Aya is still gone, so I curl up, rubbing desperately at the spot just above my left eye.",
3064,第二幕·场景2,a2s2,378,,,旁白,It twitches out of my control and I worry those spasms are somehow happening in my brain as well.,
3065,第二幕·场景2,a2s2,379,m,Scipio,台词,"""What... in the fuck?""",
3066,第二幕·场景2,a2s2,380,,,旁白,"""{i}Nothing ever works out like you think, does it?{/i}""",
3067,第二幕·场景2,a2s2,381,,,旁白,"The pain dulls, and I manage to sit back up, waiting for Aya to come back.",
3068,第二幕·场景2,a2s2,388,,,旁白,"If Aya meant for me to see what I did, I don't understand why.",
3069,第二幕·场景2,a2s2,389,,,旁白,"I couldn't understand most of it, but it didn't sound friendly in the least bit.",
3070,第二幕·场景2,a2s2,390,,,旁白,I consider the possibility that I went off-course.,
3071,第二幕·场景2,a2s2,391,,,旁白,"I did leave Aya behind when she was supposed to be my guide, after all.",
3072,第二幕·场景2,a2s2,392,,,旁白,"For some reason, I feel like I'm back in primary school, worried that my instructor is going to be angry or disappointed in me.",
3073,第二幕·场景2,a2s2,394,,,旁白,"Aya's eyes blink open and I straighten my posture, looking at her with an almost embarrassed smile.",
3074,第二幕·场景2,a2s2,396,aya,Aya,台词,"""Skip! I lost you! Are you alright?""",
3075,第二幕·场景2,a2s2,397,m,Scipio,台词,"""Yes. I'm sorry for moving ahead. The pull was so strong I kind of just... let it, I suppose.""",
3076,第二幕·场景2,a2s2,399,aya,Aya,台词,"""That's fine, Scipio. As long as you're alright. What happened?""",
3077,第二幕·场景2,a2s2,401,,,旁白,What do I say?,
3078,第二幕·场景2,a2s2,402,,,旁白,"And if I tell her, how much do I say?",
3079,第二幕·场景2,a2s2,403,,,旁白,{i}...Trust and our own agency.{/i},
3080,第二幕·场景2,a2s2,404,,,旁白,I realize now how contradictory those two concepts are.,
3081,第二幕·场景2,a2s2,405,,,旁白,"Does that mean I can choose not to say anything in case I saw things I should not have, either because of Galaxias rules, or because she'll think I'm insane?",
3082,第二幕·场景2,a2s2,406,,,旁白,0.00000011 percent.,
3083,第二幕·场景2,a2s2,407,,,旁白,"I feel less worried when that percentage stirs back up to the surface of my mind, and I'm not sure why.",
3084,第二幕·场景2,a2s2,408,,,旁白,Or maybe it's because I hope it's not for the reason I think.,
3085,第二幕·场景2,a2s2,409,m,Scipio,台词,"""I, uh... what exactly are you supposed to sense when--""",
3086,第二幕·场景2,a2s2,411,aya,Aya,台词,"""Scipio, your eye. Is your lingua alright?""",
3087,第二幕·场景2,a2s2,413,,,旁白,"I raise a paw and touch the spot above my left eye, annoyed that it's still spasming every couple of seconds.",
3088,第二幕·场景2,a2s2,414,m,Scipio,台词,"""Something happened, but I'm not sure it was the Parents.""",
3089,第二幕·场景2,a2s2,415,,,旁白,"And so, I tell her as much as I remember, from being pulled up so fast I was left almost dizzy even in my mind, followed by the confusing, cold, math that made little sense to me.",
3090,第二幕·场景2,a2s2,417,,,旁白,"When I finish with me falling back down to my body, Aya stares at me with a look of shock.",
3091,第二幕·场景2,a2s2,418,,,旁白,"I rub my face hard, feeling the spasms subsiding despite still twitching a couple of times every minute.",
3092,第二幕·场景2,a2s2,419,m,Scipio,台词,"""Please, if I did something wrong or I'm in trouble, just tell me.""",
3093,第二幕·场景2,a2s2,421,aya,Aya,台词,"""Sorry, Skip. It's just that I don't think you just sensed the Parents, you might have seen through their eyes.""",
3094,第二幕·场景2,a2s2,422,m,Scipio,台词,"""Oh...""",
3095,第二幕·场景2,a2s2,424,aya,Aya,台词,"""Can you remember the numbers, or what was being said?""",
3096,第二幕·场景2,a2s2,425,,,旁白,"I tell her what I can, but it makes even less sense now; Sapient two trillion... something. Percentages lowered, probabilities and pathways.",
3097,第二幕·场景2,a2s2,426,,,旁白,"I wonder if Aya is going to be worried, or tell me that I actually am mentally ill, but she surprises me with excitement.",
3098,第二幕·场景2,a2s2,428,aya,Aya,台词,"""I knew you were special Scipio. There have been a handful of sakhaets that have been able to see the way you do.""",
3099,第二幕·场景2,a2s2,429,m,Scipio,台词,"""And... and they saw and heard the same numbers? Also, I felt like I was moving through time in the strangest way.""",
3100,第二幕·场景2,a2s2,431,aya,Aya,台词,"""How so?""",
3101,第二幕·场景2,a2s2,432,,,旁白,I wish Aya could have seen what I did.,
3102,第二幕·场景2,a2s2,433,,,旁白,Maybe then she'd be less excited and more worried.,
3103,第二幕·场景2,a2s2,434,m,Scipio,台词,"""Like, you know how we move forward and can look back?""",
3104,第二幕·场景2,a2s2,435,,,旁白,"Aya nods enthusiastically, like she already knows what I'm about to say.",
3105,第二幕·场景2,a2s2,436,m,Scipio,台词,"""It felt like moving... It's hard to explain... sideways? Like I was moving in a different way through time. Time was almost a structure that I could see in its entirety. I only got a glimpse, though.""",
3106,第二幕·场景2,a2s2,438,aya,Aya,台词,"""That's the Parents, Scipio! They see time all at once, at least that's what other sakhaets have said.""",
3107,第二幕·场景2,a2s2,439,,,旁白,I think of something that gives me some hope.,
3108,第二幕·场景2,a2s2,440,m,Scipio,台词,"""Did these other sakhaets leave records of some kind that I can look at? They must know a great deal about the Parents that most of us do not.""",
3109,第二幕·场景2,a2s2,442,aya,Aya,台词,"""They likely did, but if so, it's definitely sealed away in some hidden vault. You had an extremely privileged view into the Parents' inner workings.""",
3110,第二幕·场景2,a2s2,444,,,旁白,"I try to smile back, to absorb her enthusiasm, but I'm only left with a sick feeling in the pit of my stomach.",
3111,第二幕·场景2,a2s2,445,,,旁白,"It's like I never learn, that each time I try to find answers, I'm only left with far more questions.",
3112,第二幕·场景2,a2s2,447,aya,Aya,台词,"""What was it like? I've heard their math and calculations described as elegant and even beautiful.",
3113,第二幕·场景2,a2s2,448,,,旁白,"I laugh, rubbing the back of my head, disguising the way I rub at the ache.",
3114,第二幕·场景2,a2s2,450,m,Scipio,台词,"""I'm not very good at math, unfortunately. I can only describe it as confusing and honestly a little bit frightening.""",
3115,第二幕·场景2,a2s2,452,aya,Aya,台词,"""That's understandable.",
3116,第二幕·场景2,a2s2,454,m,Scipio,台词,"""Is that how it will be every time I try to sense the Parents?""",
3117,第二幕·场景2,a2s2,456,aya,Aya,台词,"""Not necessarily. I think you went as far as you could and became one with them, but I'm sure with less intensity, you can keep it to only general feelings and motives.""",
3118,第二幕·场景2,a2s2,457,m,Scipio,台词,"""What have you been sensing lately?""",
3119,第二幕·场景2,a2s2,459,aya,Aya,台词,"""Hmm, it's been harder as of late. These days I usually don't sense anything, but when I do, it's fairly restrained, or even apathetic.""",
3120,第二幕·场景2,a2s2,461,aya,Aya,台词,"""While I won't make any decisions for you, I strongly suggest you tell your emperor. You would be a great asset to Adastra, and all of your successors.""",
3121,第二幕·场景2,a2s2,462,m,Scipio,台词,"""Maybe...""",
3122,第二幕·场景2,a2s2,464,aya,Aya,台词,"""But Skip, just make sure not to tell the wrong people, and whatever you do, make sure that Ramoses doesn't find out.""",
3123,第二幕·场景2,a2s2,467,,,旁白,"I have no plans on telling him, but I have to ask.",
3124,第二幕·场景2,a2s2,468,m,Scipio,台词,"""Okay, why is that?""",
3125,第二幕·场景2,a2s2,470,aya,Aya,台词,"""The way he's been acting the past few days is really unusual, even for someone like him. He's been asking me to predict the future and spy on other Siblings.""",
3126,第二幕·场景2,a2s2,471,aya,Aya,台词,"""I tell him enough to keep him happy, but I worry thinking what he might do if he knows how much you can see.""",
3127,第二幕·场景2,a2s2,486,,,旁白,"Just like yesterday, I find myself standing before my emperor and Veteris with little to report.",
3128,第二幕·场景2,a2s2,487,,,旁白,"Luckily, they don't expect me to have much, if anything.",
3129,第二幕·场景2,a2s2,488,,,旁白,Veteris is still complaining about my being denied access to the meeting.,
3130,第二幕·场景2,a2s2,490,ve,Veteris,台词,"""It's outrageous! What the hell does he even think we're here for? Does he believe we just threw a student into the envoy at random without proper--""",
3131,第二幕·场景2,a2s2,492,a,Amicus,台词,"""Enough Veteris. Everything's been said already. Besides, Scipio missed nothing.""",
3132,第二幕·场景2,a2s2,494,,,旁白,I frown.,
3133,第二幕·场景2,a2s2,495,m,Scipio,台词,"""Really? That meeting was hours long, was it not?""",
3134,第二幕·场景2,a2s2,497,ve,Veteris,台词,"""Hours and hours of nothing. It's a talent the jackal can go on like that.""",
3135,第二幕·场景2,a2s2,499,a,Amicus,台词,"""Yes, the vizier is simply running us in circles, which I've accepted. All we can do is wait for his father to arrive.""",
3136,第二幕·场景2,a2s2,501,m,Scipio,台词,"""When's that?""",
3137,第二幕·场景2,a2s2,503,ve,Veteris,台词,"""Next few days, though I swear it was 'in a few days' two days ago, was it not?""",
3138,第二幕·场景2,a2s2,505,a,Amicus,台词,"""I'd love to see him try to keep us here a day longer than our public appearance tomorrow.""",
3139,第二幕·场景2,a2s2,507,m,Scipio,台词,"""Speaking of, what will be required of me during your speech tomorrow, Emperor Amicus?""",
3140,第二幕·场景2,a2s2,509,a,Amicus,台词,"""Not much, just stand there and look civilized, which is what they won't expect.""",
3141,第二幕·场景2,a2s2,511,ahm,Ahm,台词,"""Apologies, but your directive to give you privacy has been overridden by Vizier Ramoses. Scipio, Vizier Ramoses requests your presence in private in the courtyard.""",
3142,第二幕·场景2,a2s2,515,m,Scipio,台词,"""What?""",
3143,第二幕·场景2,a2s2,516,,,旁白,"It feels like my stomach drops through the floor, and Amicus and Veteris look just as surprised.",
3144,第二幕·场景2,a2s2,518,a,Amicus,台词,"""Can I not accompany him as his emperor?""",
3145,第二幕·场景2,a2s2,520,ve,Veteris,台词,"""And I his teacher!""",
3146,第二幕·场景2,a2s2,521,ahm,Ahm,台词,"""I'm sorry, but he specifically requested a private meeting. He says no more than ten to fifteen minutes.""",
3147,第二幕·场景2,a2s2,523,m,Scipio,台词,"""Outside, though?""",
3148,第二幕·场景2,a2s2,525,a,Amicus,台词,"""Don't worry, Scipio. He might be strange, but as long as you don't take any of his baiting, it should be fine.""",
